Data from ChClEG12_MAYP1115451__5__15-53-48-930.txt Node

Date: Tue Jun 11 15:53:48 MDT 2024
User: Modes Lab
Spectrometer: MAYP111545
Trigger mode: 0
Integration Time (sec): 8.000000E-3
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 5
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
165.214	169.23
165.449	171.06
165.683	183.07
165.918	195.31
166.152	204.38
166.387	211.33
166.621	145.22
166.856	187.67
167.09	209.47
167.325	236.45
167.559	255.67
167.794	273.53
168.028	282.64
168.263	284.73
168.497	284.2
168.732	285.53
168.966	286.53
169.2	288.02
169.435	290.44
169.669	292.85
169.903	295.11
170.138	296.56
170.372	296.76
170.606	298.51
170.841	300.29
171.075	302.38
171.309	303.85
171.544	306.35
171.778	308.76
172.012	310.64
172.246	312.65
172.48	313.85
172.715	316.64
172.949	320.75
173.183	323.02
173.417	325.24
173.651	327.2
173.885	328.2
174.119	328
174.354	328.93
174.588	327.84
174.822	328.18
175.056	329.4
175.29	329.42
175.524	328.24
175.758	328.51
175.992	329.27
176.226	329.4
176.46	330.89
176.694	333.02
176.928	334.18
177.162	335.8
177.396	336.84
177.63	337.11
177.864	337.87
178.097	338.95
178.331	340.31
178.565	340.96
178.799	341.85
179.033	341.47
179.267	341.29
179.5	340.62
179.734	341.65
179.968	342.24
180.202	344.33
180.436	346.16
180.669	346.47
180.903	347.53
181.137	348.45
181.371	349.91
181.604	351.76
181.838	355.15
182.072	357.55
182.305	359.71
182.539	360.73
182.772	361.55
183.006	363.31
183.24	365.27
183.473	369.09
183.707	370.4
183.94	371.49
184.174	373.44
184.408	373.33
184.641	374.56
184.875	376
185.108	378.31
185.342	379.6
185.575	379.75
185.808	381.33
186.042	381.78
186.275	383.07
186.509	384.45
186.742	386.45
186.976	387.95
187.209	389.84
187.442	391.29
187.676	392.76
187.909	394.45
188.142	395.87
188.376	397.25
188.609	397.27
188.842	398.75
189.076	401.35
189.309	402.13
189.542	404.53
189.775	406.29
190.009	408.16
190.242	409.82
190.475	412.55
190.708	415.49
190.941	417.16
191.174	420
191.408	422.78
191.641	425.42
191.874	427.49
192.107	430.44
192.34	432.55
192.573	434.78
192.806	436.44
193.039	437.49
193.272	440.56
193.505	443.47
193.738	446.58
193.971	449.02
194.204	451.05
194.437	453.93
194.67	454.73
194.903	458.07
195.136	461.15
195.369	464.89
195.602	469.15
195.835	471.38
196.068	475.27
196.301	477.31
196.533	481.07
196.766	483.38
196.999	487.93
197.232	491.98
197.465	495.16
197.698	497.45
197.93	500.64
198.163	503.07
198.396	506.51
198.629	510.2
198.861	514.15
199.094	518.05
199.327	524
199.559	526.78
199.792	531.89
200.025	536.87
200.257	542.84
200.49	548.62
200.723	554.07
200.955	561.51
201.188	569.67
201.42	579.78
201.653	589.91
201.886	600.98
202.118	615.91
202.351	632.05
202.583	651.56
202.816	672.25
203.048	698.24
203.281	728.45
203.513	759.98
203.745	795.75
203.978	836.51
204.21	880.96
204.443	929.2
204.675	980.98
204.907	1037.64
205.14	1098.8
205.372	1162.58
205.605	1227.62
205.837	1297.82
206.069	1370.45
206.302	1444.2
206.534	1516.84
206.766	1592.55
206.998	1672.58
207.231	1752.49
207.463	1830.96
207.695	1909.64
207.927	1992.91
208.159	2074.16
208.392	2153.29
208.624	2234.96
208.856	2314.78
209.088	2397.6
209.32	2477.73
209.552	2556.07
209.784	2633.04
210.017	2714.89
210.249	2792.04
210.481	2865.82
210.713	2938.96
210.945	3015.11
211.177	3090.31
211.409	3165.56
211.641	3242.02
211.873	3314.09
212.105	3386.91
212.337	3463.44
212.569	3536.78
212.801	3609.25
213.033	3687.04
213.264	3763.47
213.496	3837.55
213.728	3913.49
213.96	3990.2
214.192	4063.56
214.424	4142.67
214.656	4224.36
214.887	4301.96
215.119	4376.02
215.351	4454.75
215.583	4531.02
215.815	4609.84
216.046	4691.04
216.278	4766.98
216.51	4847.15
216.741	4929.31
216.973	5008.67
217.205	5090.05
217.436	5167.02
217.668	5251
217.9	5332.4
218.131	5412.44
218.363	5497.45
218.595	5581.35
218.826	5670.71
219.058	5753.55
219.289	5835.78
219.521	5928.22
219.752	6010.45
219.984	6100.89
220.215	6189.64
220.447	6279.49
220.678	6370.65
220.91	6460.2
221.141	6550.65
221.373	6636.4
221.604	6731.64
221.836	6824.25
222.067	6913.27
222.298	7004.38
222.53	7101.18
222.761	7195.04
222.993	7291.87
223.224	7389.67
223.455	7489.6
223.686	7584.8
223.918	7684.13
224.149	7778.44
224.38	7879.87
224.612	7979.15
224.843	8084.36
225.074	8181.8
225.305	8285.27
225.536	8385.18
225.768	8485.71
225.999	8583.64
226.23	8682.87
226.461	8785.07
226.692	8886.13
226.923	8987.04
227.155	9087.24
227.386	9189.55
227.617	9296
227.848	9394.98
228.079	9498.33
228.31	9604.84
228.541	9710.27
228.772	9816.2
229.003	9920.87
229.234	10030.55
229.465	10131.93
229.696	10235.85
229.927	10332.04
230.158	10429.4
230.389	10530.58
230.62	10634.45
230.85	10737.75
231.081	10842.25
231.312	10943.67
231.543	11051.02
231.774	11154.65
232.005	11259.33
232.236	11363.51
232.466	11475.69
232.697	11579.36
232.928	11679.45
233.159	11772.62
233.389	11867.38
233.62	11960.82
233.851	12054.13
234.082	12139.13
234.312	12223.73
234.543	12310.04
234.774	12395.87
235.004	12467.87
235.235	12544.87
235.466	12630.05
235.696	12704.38
235.927	12779.15
236.157	12848.75
236.388	12921.47
236.618	12989.45
236.849	13064.84
237.08	13128.29
237.31	13191.62
237.541	13257.6
237.771	13317.44
238.002	13367.75
238.232	13425.47
238.463	13482.16
238.693	13544.13
238.923	13600.24
239.154	13650.71
239.384	13694.73
239.615	13747.24
239.845	13794.85
240.075	13841.91
240.306	13897.93
240.536	13947.07
240.766	14003.87
240.997	14039.8
241.227	14073.42
241.457	14113.22
241.687	14156.65
241.918	14206.04
242.148	14243.49
242.378	14284.75
242.608	14324.38
242.839	14355.27
243.069	14390.96
243.299	14416.69
243.529	14463.55
243.759	14505.07
243.989	14544.64
244.22	14579.56
244.45	14604.76
244.68	14646.47
244.91	14683.11
245.14	14720.8
245.37	14753.2
245.6	14786.75
245.83	14825.6
246.06	14851.82
246.29	14884.78
246.52	14913.93
246.75	14948.62
246.98	14975.51
247.21	15003.4
247.44	15027.64
247.67	15054.49
247.9	15089.42
248.13	15119.84
248.359	15147.33
248.589	15180.44
248.819	15202.22
249.049	15227.51
249.279	15254.25
249.509	15289.44
249.738	15311.55
249.968	15334.33
250.198	15355.05
250.428	15373.89
250.657	15401.85
250.887	15420.82
251.117	15443.44
251.347	15473.38
251.576	15504.51
251.806	15526.89
252.036	15543.35
252.265	15557.73
252.495	15580.58
252.725	15602.51
252.954	15614.16
253.184	15629.2
253.413	15650.42
253.643	15668.27
253.873	15678.93
254.102	15679.89
254.332	15687.11
254.561	15700.47
254.791	15716.22
255.02	15721.93
255.25	15726.58
255.479	15736.8
255.708	15738.35
255.938	15739.2
256.167	15739.16
256.397	15741.24
256.626	15748.55
256.856	15743.45
257.085	15736.85
257.314	15732.15
257.544	15731.6
257.773	15725.53
258.002	15717.84
258.232	15714.53
258.461	15709.47
258.69	15699.84
258.919	15695.31
259.149	15689.89
259.378	15688.71
259.607	15682.22
259.836	15684.6
260.065	15682.31
260.295	15683.6
260.524	15688.13
260.753	15681.87
260.982	15678.87
261.211	15671.84
261.44	15668.02
261.669	15662.09
261.899	15660.36
262.128	15662.95
262.357	15656.38
262.586	15651.38
262.815	15648.65
263.044	15637.42
263.273	15637.09
263.502	15631.8
263.731	15629.96
263.96	15624.27
264.189	15614.71
264.418	15604.93
264.646	15589.69
264.875	15580.89
265.104	15574.65
265.333	15563.82
265.562	15561.2
265.791	15551.44
266.02	15542.4
266.249	15528.87
266.477	15521.49
266.706	15517.07
266.935	15513.38
267.164	15511.78
267.393	15508.31
267.621	15501.51
267.85	15495.75
268.079	15492.82
268.307	15495.76
268.536	15494.33
268.765	15502.29
268.993	15501.98
269.222	15504.58
269.451	15504.36
269.679	15509.05
269.908	15516.24
270.137	15522.93
270.365	15531.95
270.594	15545.22
270.822	15547.29
271.051	15562.16
271.279	15574.11
271.508	15588.05
271.736	15597.16
271.965	15614.4
272.193	15627.47
272.422	15637.24
272.65	15647.98
272.879	15663.56
273.107	15677.96
273.336	15699.8
273.564	15709.49
273.792	15722.89
274.021	15735.31
274.249	15754.93
274.477	15763.45
274.706	15780.05
274.934	15799.91
275.162	15820.13
275.391	15839.27
275.619	15861.53
275.847	15877.36
276.075	15902.35
276.304	15928.29
276.532	15953.51
276.76	15982.56
276.988	16016.91
277.216	16047.44
277.445	16073.09
277.673	16104.44
277.901	16137.33
278.129	16158.49
278.357	16184.91
278.585	16215.64
278.813	16238.49
279.041	16270.24
279.269	16296.49
279.497	16322.49
279.725	16346.04
279.954	16374.05
280.182	16401.02
280.41	16425.33
280.637	16454.33
280.865	16485.16
281.093	16514.22
281.321	16539.62
281.549	16566.24
281.777	16590.82
282.005	16622.38
282.233	16654.89
282.461	16682.13
282.689	16711.47
282.916	16738.78
283.144	16769.04
283.372	16800.76
283.6	16825.89
283.828	16856.78
284.055	16881.11
284.283	16907.73
284.511	16941.29
284.739	16967.4
284.966	16993.56
285.194	17012
285.422	17041.98
285.649	17070.96
285.877	17099.95
286.105	17130.69
286.332	17161.24
286.56	17185.67
286.788	17219.42
287.015	17243.58
287.243	17273.38
287.47	17304.73
287.698	17345.04
287.925	17372.29
288.153	17400.27
288.381	17429.42
288.608	17461.67
288.836	17492.2
289.063	17528.24
289.29	17549.22
289.518	17573.96
289.745	17597.87
289.973	17636.09
290.2	17663.98
290.428	17693.51
290.655	17720.33
290.882	17747.67
291.11	17772.75
291.337	17799.73
291.564	17823.04
291.792	17857.82
292.019	17885.87
292.246	17916.42
292.473	17929.42
292.701	17951.11
292.928	17980.35
293.155	18005.49
293.382	18024.75
293.61	18049.18
293.837	18069.42
294.064	18095.24
294.291	18114.73
294.518	18136.82
294.745	18160.65
294.972	18188.4
295.2	18204.87
295.427	18215.67
295.654	18232.78
295.881	18255.56
296.108	18271.8
296.335	18291.56
296.562	18303.51
296.789	18317.8
297.016	18328.64
297.243	18339.96
297.47	18351.95
297.697	18371.89
297.924	18388.09
298.151	18398.18
298.378	18401.49
298.604	18409.04
298.831	18412.84
299.058	18417.51
299.285	18422.47
299.512	18430.16
299.739	18438
299.966	18431.85
300.192	18427.49
300.419	18418.95
300.646	18420.13
300.873	18417.33
301.099	18415.18
301.326	18417.62
301.553	18422.62
301.78	18420.93
302.006	18413.55
302.233	18402.84
302.46	18408.6
302.686	18409.95
302.913	18411.25
303.14	18404.65
303.366	18404.6
303.593	18392.8
303.819	18384.98
304.046	18377.05
304.272	18370.78
304.499	18365.75
304.725	18353.07
304.952	18339.02
305.179	18325.84
305.405	18319.56
305.631	18309.73
305.858	18299.56
306.084	18288.95
306.311	18279.13
306.537	18268.47
306.764	18253
306.99	18243.27
307.216	18239.02
307.443	18227.56
307.669	18213.2
307.895	18190.44
308.122	18177.78
308.348	18161.65
308.574	18154.49
308.801	18139.49
309.027	18122.8
309.253	18107.91
309.479	18088.18
309.706	18070.62
309.932	18052.6
310.158	18038.24
310.384	18025.4
310.61	18005.38
310.837	17991.29
311.063	17972.29
311.289	17952.27
311.515	17933.44
311.741	17912
311.967	17895.55
312.193	17871.49
312.419	17847.53
312.645	17824
312.871	17805.87
313.097	17781.07
313.323	17750.85
313.549	17722.93
313.775	17693.82
314.001	17668.15
314.227	17645.29
314.453	17621.04
314.679	17595.65
314.905	17577.36
315.131	17544.75
315.357	17513.04
315.583	17491.36
315.809	17463.67
316.034	17443.15
316.26	17426.15
316.486	17400.78
316.712	17377.65
316.938	17348.85
317.163	17324.53
317.389	17291.84
317.615	17272.15
317.841	17243.25
318.066	17208.58
318.292	17188.15
318.518	17159.11
318.743	17133.16
318.969	17107.76
319.195	17081.05
319.42	17057.85
319.646	17044.58
319.872	17025.91
320.097	16999.05
320.323	16977.85
320.548	16958.35
320.774	16940.51
320.999	16916.56
321.225	16891.18
321.45	16864.67
321.676	16842.58
321.901	16821.05
322.127	16790.36
322.352	16768.75
322.578	16751.6
322.803	16741.53
323.029	16729.04
323.254	16705.71
323.479	16689.13
323.705	16674.44
323.93	16656.75
324.155	16636.44
324.381	16616.53
324.606	16590.56
324.831	16568.67
325.057	16544.58
325.282	16518.62
325.507	16496.76
325.732	16481.35
325.958	16461.62
326.183	16439.82
326.408	16422.4
326.633	16402.29
326.858	16384.07
327.084	16366.65
327.309	16350.78
327.534	16335.51
327.759	16323.75
327.984	16304.29
328.209	16285.27
328.434	16274.67
328.659	16258.65
328.884	16243.58
329.109	16235.82
329.334	16224.27
329.559	16213.07
329.784	16199.98
330.009	16183.76
330.234	16159.24
330.459	16140.62
330.684	16110
330.909	16084.69
331.134	16055.45
331.359	16038.53
331.584	16013.8
331.809	15988.31
332.034	15974.31
332.259	15951.71
332.483	15930.35
332.708	15905.85
332.933	15893.6
333.158	15885.87
333.383	15867.82
333.607	15852.89
333.832	15834.2
334.057	15814.6
334.282	15797.98
334.506	15779.4
334.731	15762.13
334.956	15748.65
335.18	15743.6
335.405	15727.27
335.63	15712.11
335.854	15692.07
336.079	15677.85
336.303	15657.16
336.528	15646.98
336.753	15625.93
336.977	15599.75
337.202	15581.91
337.426	15562.8
337.651	15538.35
337.875	15518.11
338.1	15497.31
338.324	15482.58
338.549	15467.75
338.773	15453.98
338.997	15433.25
339.222	15420.13
339.446	15412.62
339.671	15402.04
339.895	15387
340.119	15378.18
340.344	15362.22
340.568	15351.33
340.792	15342.98
341.017	15331.75
341.241	15316
341.465	15305.27
341.689	15293.42
341.914	15272.76
342.138	15249.82
342.362	15236.78
342.586	15221.56
342.811	15206.89
343.035	15186.24
343.259	15162.15
343.483	15141.93
343.707	15121.93
343.931	15098.11
344.155	15077.49
344.38	15061.93
344.604	15047.6
344.828	15027.95
345.052	15010
345.276	14991.11
345.5	14974.82
345.724	14962.71
345.948	14941.2
346.172	14931.24
346.396	14929.82
346.62	14917.56
346.844	14901.82
347.068	14882.62
347.292	14872.75
347.515	14849.18
347.739	14832.44
347.963	14813.95
348.187	14796.29
348.411	14782.82
348.635	14760.85
348.859	14720.62
349.082	14693.22
349.306	14673.96
349.53	14652.47
349.754	14624.47
349.977	14610.76
350.201	14588.44
350.425	14565.24
350.649	14540.89
350.872	14518.62
351.096	14496.25
351.32	14490.33
351.543	14476.47
351.767	14454.44
351.99	14438.53
352.214	14422.78
352.438	14399.25
352.661	14380.75
352.885	14365.64
353.108	14347.11
353.332	14328.64
353.555	14308.4
353.779	14289.75
354.002	14269.29
354.226	14250.56
354.449	14234.42
354.673	14212.93
354.896	14198.62
355.12	14180.89
355.343	14163.56
355.566	14146.27
355.79	14130.93
356.013	14116.58
356.237	14090.11
356.46	14072.36
356.683	14052.84
356.907	14030.73
357.13	14011.22
357.353	13989.05
357.576	13971.18
357.8	13948.11
358.023	13929.75
358.246	13910.31
358.469	13894.2
358.693	13881.71
358.916	13863.91
359.139	13850.11
359.362	13830.6
359.585	13817.13
359.808	13803.75
360.031	13785.78
360.255	13769.15
360.478	13748.24
360.701	13733.93
360.924	13716.95
361.147	13704.56
361.37	13695.93
361.593	13681.6
361.816	13671.82
362.039	13659.05
362.262	13653.09
362.485	13640.87
362.708	13629.55
362.931	13625.85
363.154	13615.91
363.377	13601.02
363.599	13583.67
363.822	13569.84
364.045	13559.33
364.268	13551.96
364.491	13543.75
364.714	13530.11
364.936	13528.4
365.159	13536.02
365.382	13543.36
365.605	13546.82
365.828	13565.25
366.05	13583.15
366.273	13596.67
366.496	13609.55
366.718	13614.96
366.941	13626.96
367.164	13631.44
367.386	13634.87
367.609	13630.49
367.832	13621.16
368.054	13616.53
368.277	13603.09
368.5	13581.18
368.722	13557.44
